,epoch,train_time,eval_time,train_loss,eval_loss
0,1,84.07274484634401,2.751761674880981,0.36755338,0.3144209682941437
1,2,82.4227840900421,2.6893079280853267,0.28763822,0.2934200167655945
2,3,81.91284227371216,2.6971640586853027,0.21750061,0.26811045408248896
3,4,47.34717273712158,1.4256460666656494,0.19290075,0.21733149886131287
4,5,47.06782102584839,1.4251935482025146,0.23053917,0.20781950652599332
5,6,46.59089064598084,1.4023516178131104,0.16168164,0.2017391324043274
6,7,46.1179096698761,1.4338617324829102,0.16191979999999997,0.19649773836135864
7,8,46.18293857574463,1.4196677207946775,0.17896684,0.19434237480163571
8,9,46.1609468460083,1.381683111190796,0.17041424,0.19089946150779724
9,10,46.35404634475708,1.3841195106506348,0.17487468,0.1891586482524872
10,11,47.19083666801453,1.388659954071045,0.1432816,0.18922480940818787
11,12,46.49094367027283,1.3925681114196775,0.16783118,0.18634475767612454
12,13,46.39599657058716,1.3859491348266602,0.1578382,0.1865292340517044
13,14,46.41160535812378,1.38421368598938,0.21290019999999998,0.18358932435512546
14,15,46.38407516479492,1.388253927230835,0.17522813,0.18436145782470706
15,16,46.5270471572876,1.39444899559021,0.17840309999999998,0.18343858420848846
16,17,46.67938113212586,1.466710329055786,0.16822274,0.182809978723526
17,18,46.726004123687744,1.392056941986084,0.15222491,0.1806630939245224
18,19,46.61433029174805,1.3946332931518557,0.15687965,0.18192890286445615
19,20,46.57304310798645,1.3939449787139893,0.17736587,0.1817866712808609
20,21,46.697672367095954,1.399240493774414,0.1590144,0.1794867068529129
21,22,46.58089780807495,1.3882055282592771,0.15153638,0.1768823266029358
22,23,46.695356130599976,1.3952338695526123,0.17100328,0.17043626308441162
23,24,46.93767952919006,1.3937780857086182,0.14207695,0.16234174370765686
24,25,46.50940179824829,1.4026429653167725,0.14074945,0.15778034925460815
25,26,46.4389398097992,1.4666271209716797,0.15367582,0.1539214253425598
26,27,46.517807245254524,1.3951163291931152,0.16356438,0.15403880178928375
27,28,46.43366265296936,1.3890678882598877,0.15568289999999999,0.1524270921945572
28,29,46.60849380493164,1.393984079360962,0.12233399,0.15199396014213562
29,30,47.18193411827088,1.402238130569458,0.1384122,0.15322767198085785
30,31,46.75010061264038,1.4036459922790527,0.13706237,0.1551923006772995
31,32,46.6602931022644,1.3958740234375,0.15210544,0.1517835259437561
32,33,46.661540269851685,1.4021661281585691,0.13502936,0.1524483561515808
33,34,46.62820267677307,1.3936598300933838,0.18563987,0.15231917798519135
34,35,46.73299241065979,1.3927781581878662,0.13274136,0.15080878138542175
35,36,46.802642583847046,1.3943076133728027,0.14704402,0.1542237251996994
36,37,46.13324761390686,1.391533374786377,0.12402495,0.1507904976606369
37,38,46.47743010520935,1.3963890075683594,0.15004025,0.15044863522052765
38,39,46.71688961982727,1.3957481384277344,0.13642472,0.15193918347358704
39,40,46.66565299034119,1.3898792266845703,0.13368964,0.15016578137874606
40,41,46.66021966934204,1.467623233795166,0.13494661,0.15015792846679688
41,42,46.975590229034424,1.3979434967041016,0.15930016,0.15174424648284912
42,43,46.62621593475342,1.3913166522979736,0.14011121,0.1514521986246109
43,44,46.65972328186035,1.3998312950134275,0.14296402,0.1495656818151474
